Calltime,Nature,CloseCode,Street,Month,Day of Week,Incident ID,Case ID,,
3/14/2014  8:55:39 PM,DOMESTIC DISTURBANCE,4,1312 RAGAN AV,March,6 ,2014030687,,,
3/14/2014  8:29:51 PM,DOMESTIC DISTURBANCE,4,309 GUILFORD AV,March,6 ,2014030675,,,
3/14/2014  8:28:58 PM,DOMESTIC DISTURBANCE,4,1301-A VERNON PL,March,6 ,2014030674,,,
3/14/2014  7:34:08 PM,DOMESTIC DISTURBANCE,4,2518-D SUFFOLK AV,March,6 ,2014030658,,,
3/14/2014  6:56:15 PM,DOMESTIC DISTURBANCE,4,213-D DOROTHY ST,March,6 ,2014030650,,,
3/14/2014  1:09:21 PM,DOMESTIC DISTURBANCE,4,226-B NORTHPOINT AV,March,6 ,2014030504,,,
3/14/2014  12:25:06 PM,DOMESTIC DISTURBANCE IP,1,634 E LEXINGTON AV,March,6 ,2014030482,201407231,,
3/14/2014  11:27:31 AM,DOMESTIC DISTURBANCE IP,1,239-U NORTHPOINT AV,March,6 ,2014030461,201407227,,
3/14/2014  4:37:17 AM,DOMESTIC DISTURBANCE,2,1220 GUILFORD AV,March,6 ,2014030339,201407201,,
3/14/2014  1:29:44 AM,DOMESTIC DISTURBANCE IP,1,910 WIMBLEDON PL,March,6 ,2014030325,201407198,,
3/14/2014  1:28:10 AM,DOMESTIC DISTURBANCE,1,3701-1A MORRIS FARM DR,March,6 ,2014030323,201407197,,
3/14/2014  1:24:32 AM,DOMESTIC DISTURBANCE IP,2,2429 W GREEN DR,March,6 ,2014030322,201407196,,
3/13/2014  11:42:41 PM,DOMESTIC DISTURBANCE IP,1,501-I ACADEMY ST,March,5 ,2014030304,201407187,,
3/13/2014  9:51:56 PM,DOMESTIC DISTURBANCE IP,1,302-H BRENTWOOD ST,March,5 ,2014030271,201407184,,
3/13/2014  8:17:40 PM,DOMESTIC DISTURBANCE IP,1,249-V NORTHPOINT AV,March,5 ,2014030239,201407170,,
3/13/2014  7:27:38 PM,DOMESTIC DISTURBANCE,4,2709 ALLEN JAY RD,March,5 ,2014030225,,,
3/13/2014  6:29:21 PM,DOMESTIC DISTURBANCE IP,1,249-V NORTHPOINT AV,March,5 ,2014030197,201407161,,
3/13/2014  2:16:10 PM,DOMESTIC DISTURBANCE,4,706 BARBEE AV,March,5 ,2014030097,,,
3/13/2014  10:55:50 AM,DOMESTIC DISTURBANCE IP,8,220-D BRENTWOOD ST,March,5 ,2014030003,201407117,,
3/13/2014  10:33:36 AM,DOMESTIC DISTURBANCE,4,306 AVERY AV,March,5 ,2014029995,,,
3/13/2014  3:45:56 AM,DOMESTIC DISTURBANCE IP,1,404 MEREDITH ST,March,5 ,2014029903,201407087,,
3/12/2014  11:09:19 PM,DOMESTIC DISTURBANCE IP,4,606 ROLLING GREEN DR,March,4 ,2014029852,,,
3/12/2014  10:54:08 PM,DOMESTIC DISTURBANCE,4,203-C NORTHPOINT AV,March,4 ,2014029845,,,
3/12/2014  10:32:54 PM,DOMESTIC DISTURBANCE IP,2,1318 FLORIDA ST,March,4 ,2014029838,201407081,,
3/12/2014  6:37:22 PM,DOMESTIC DISTURBANCE,4,714 KROLL LN,March,4 ,2014029735,,,
3/12/2014  5:45:11 PM,DOMESTIC DISTURBANCE,4,2935 TRIANGLE LAKE RD,March,4 ,2014029704,,,
3/12/2014  3:59:20 PM,DOMESTIC DISTURBANCE,4,4617 FREESTONE ST,March,4 ,2014029647,,,
3/12/2014  1:51:24 PM,DOMESTIC DISTURBANCE IP,5,265 EASTCHESTER DR,March,4 ,2014029600,,,
3/12/2014  4:25:08 AM,DOMESTIC DISTURBANCE,4,411-1115 PARK ST,March,4 ,2014029435,,,
3/12/2014  12:56:07 AM,DOMESTIC DISTURBANCE IP,1,1321 R C BALDWIN AV,March,4 ,2014029405,201407003,,
3/11/2014  10:41:59 PM,DOMESTIC DISTURBANCE IP,1,2429 W GREEN DR,March,3 ,2014029382,201406994,,
3/11/2014  8:29:20 PM,DOMESTIC DISTURBANCE IP,1,496 JAMES CT,March,3 ,2014029332,201406991,,
3/11/2014  5:34:51 PM,DOMESTIC DISTURBANCE,2,526 GATEWOOD AV,March,3 ,2014029275,201406968,,
3/11/2014  4:33:24 PM,DOMESTIC DISTURBANCE IP,1,310 W STATE AV,March,3 ,2014029248,201406964,,
3/11/2014  2:20:49 PM,DOMESTIC DISTURBANCE IP,1,607-3F CLARA COX WY,March,3 ,2014029178,201406948,,
3/11/2014  10:19:02 AM,DOMESTIC DISTURBANCE IP,1,608 BARBEE AV,March,3 ,2014029077,201406931,,
3/11/2014  8:03:21 AM,DOMESTIC DISTURBANCE,4,234 WILLOWOOD DR,March,3 ,2014029012,,,
3/11/2014  5:03:57 AM,DOMESTIC DISTURBANCE,2,1446 BAILEY CI,March,3 ,2014028980,201406916,,
3/11/2014  2:34:20 AM,DOMESTIC DISTURBANCE,2,1306 FILBERT PL,March,3 ,2014028969,201406911,,
3/11/2014  2:22:06 AM,DOMESTIC DISTURBANCE,1,1615 LAKELAND PT,March,3 ,2014028966,201406910,,
3/11/2014  12:53:23 AM,DOMESTIC DISTURBANCE,4,319 AVERY AV,March,3 ,2014028953,,,
3/11/2014  12:25:09 AM,DOMESTIC DISTURBANCE IP,2,417 CABLE ST,March,3 ,2014028949,201406906,,
3/11/2014  12:24:11 AM,DOMESTIC DISTURBANCE IP,1,904 PINE CIRCLE DR,March,3 ,2014028948,201406907,,
3/10/2014  8:57:56 PM,DOMESTIC DISTURBANCE,4,4020 TRAPPERS RUN CT,March,2 ,2014028866,,,
3/10/2014  7:31:29 PM,DOMESTIC DISTURBANCE,5,2999 JOHNSON ST/LAKECREST AV,March,2 ,2014028831,,,
3/10/2014  6:07:04 PM,DOMESTIC DISTURBANCE,8,4020 TRAPPERS RUN CT,March,2 ,2014028791,,,
3/10/2014  4:35:15 PM,DOMESTIC DISTURBANCE IP,8,607 WESTOVER DR,March,2 ,2014028745,,,
3/10/2014  4:02:33 PM,DOMESTIC DISTURBANCE,1,134 OLD WINSTON RD,March,2 ,2014028730,201406862,,
3/10/2014  3:20:45 PM,DOMESTIC DISTURBANCE,1,2402 DALLAS AV,March,2 ,2014028702,201406853,,
3/10/2014  1:23:34 PM,DOMESTIC DISTURBANCE IP,1,201 AVERY AV,March,2 ,2014028651,201406841,,
3/10/2014  1:11:36 PM,DOMESTIC DISTURBANCE IP,1,503 POMEROY PL,March,2 ,2014028645,201406839,,
3/10/2014  10:41:46 AM,DOMESTIC DISTURBANCE IP,1,310 W RAY AV,March,2 ,2014028588,201406832,,
3/10/2014  10:34:49 AM,DOMESTIC DISTURBANCE IP,1,618-2A N HAMILTON ST,March,2 ,2014028583,201406831,,
3/10/2014  3:03:26 AM,DOMESTIC DISTURBANCE IP,3,1405 LEONARD AV,March,2 ,2014028481,201406815,,
3/9/2014  10:56:48 PM,DOMESTIC DISTURBANCE,1,1839 BLAIN ST,March,1 ,2014028416,201406806,,
3/9/2014  9:06:46 PM,DOMESTIC DISTURBANCE,6,1207 S ELM ST,March,1 ,2014028353,,,
3/9/2014  7:02:36 PM,DOMESTIC DISTURBANCE,4,118 LAWNDALE AV,March,1 ,2014028300,,,
3/9/2014  6:35:11 PM,DOMESTIC DISTURBANCE,1,524 JAMES RD,March,1 ,2014028291,201406771,,
3/9/2014  1:32:22 PM,DOMESTIC DISTURBANCE,1,1100 CAMDEN AV/ARLINGTON ST,March,1 ,2014028160,201406748,,
3/9/2014  12:39:56 PM,DOMESTIC DISTURBANCE,4,404 MONTLIEU AV,March,1 ,2014028141,,,
3/9/2014  11:58:04 AM,DOMESTIC DISTURBANCE,4,1423-A FURLOUGH AV,March,1 ,2014028125,,,
3/9/2014  3:16:34 AM,DOMESTIC DISTURBANCE IP,2,2429 W GREEN DR,March,1 ,2014028029,201406731,,
3/9/2014  3:09:20 AM,DOMESTIC DISTURBANCE IP,1,109-8 OAKWOOD ST,March,1 ,2014028024,201406727,,
3/9/2014  1:25:32 AM,DOMESTIC DISTURBANCE,4,865 SHARON CI,March,1 ,2014028016,,,
3/9/2014  12:39:07 AM,DOMESTIC DISTURBANCE IP,1,206-C S SCIENTIFIC ST,March,1 ,2014028001,201406722,,
3/8/2014  11:51:01 PM,DOMESTIC DISTURBANCE,1,730 HENDRIX ST,March,7 ,2014027987,201406721,,
3/8/2014  9:22:30 PM,DOMESTIC DISTURBANCE IP,1,5830 SAMET DR,March,7 ,2014027926,201406713,,
3/8/2014  9:10:46 PM,DOMESTIC DISTURBANCE,4,324 ENNIS ST,March,7 ,2014027915,,,
3/8/2014  4:44:02 PM,DOMESTIC DISTURBANCE,2,510 MEREDITH ST,March,7 ,2014027778,201406692,,
3/8/2014  3:16:13 PM,DOMESTIC DISTURBANCE IP,1,3516 PARKHILL CROSSING DR,March,7 ,2014027726,201406689,,
3/8/2014  1:27:48 PM,DOMESTIC DISTURBANCE,4,4059 SAINT JOHNS ST,March,7 ,2014027676,,,
3/8/2014  11:25:04 AM,DOMESTIC DISTURBANCE,4,1410 CHATHAM DR,March,7 ,2014027616,,,
3/8/2014  10:28:33 AM,DOMESTIC DISTURBANCE IP,1,820-B MOBILE ST,March,7 ,2014027574,201406659,,
3/7/2014  10:09:48 PM,DOMESTIC DISTURBANCE,4,110 HODGIN ST,March,6 ,2014027327,,,
3/7/2014  9:21:56 PM,DOMESTIC DISTURBANCE IP,1,206-F TAYLOR AV,March,6 ,2014027304,201406617,,
3/7/2014  7:12:26 PM,DOMESTIC DISTURBANCE,4,1518 GRAVES AV,March,6 ,2014027238,,,
3/7/2014  5:19:59 PM,DOMESTIC DISTURBANCE IP,1,2240-1C COPPERSTONE DR,March,6 ,2014027172,201406591,,
3/7/2014  2:29:31 PM,DOMESTIC DISTURBANCE,5,2707 S MAIN ST,March,6 ,2014027089,,,
3/7/2014  1:20:34 PM,DOMESTIC DISTURBANCE IP,1,912 RANDOLPH ST,March,6 ,2014027056,201406572,,
3/7/2014  12:08:43 PM,DOMESTIC DISTURBANCE,4,183 SPRING GARDEN CI,March,6 ,2014026987,,,
3/7/2014  9:07:07 AM,DOMESTIC DISTURBANCE,6,1114 MONTLIEU AV,March,6 ,2014026785,,,
3/7/2014  8:48:28 AM,DOMESTIC DISTURBANCE,4,1330-1B BURTON AV,March,6 ,2014026773,,,
3/7/2014  4:02:25 AM,DOMESTIC DISTURBANCE IP,2,610 VISTA CI,March,6 ,2014026553,201406555,,
3/6/2014  11:41:24 PM,DOMESTIC DISTURBANCE,4,1223 CAROLINA ST,March,5 ,2014026485,,,
3/6/2014  11:33:13 PM,DOMESTIC DISTURBANCE,1,6140-3C RED CEDAR DR,March,5 ,2014026483,201406550,,
3/6/2014  11:19:43 PM,DOMESTIC DISTURBANCE,4,2432 WILLIAMS AV,March,5 ,2014026473,,,
3/6/2014  10:42:26 PM,DOMESTIC DISTURBANCE IP,2,501 HAYWORTH CI,March,5 ,2014026465,201406549,,
3/6/2014  9:04:00 PM,DOMESTIC DISTURBANCE IP,1,803 ARLINGTON ST,March,5 ,2014026438,201406546,,
3/6/2014  3:25:28 PM,DOMESTIC DISTURBANCE IP,1,1425 BRENTWOOD ST,March,5 ,2014026334,201406522,,
3/6/2014  2:29:53 PM,DOMESTIC DISTURBANCE IP,1,1600-B LONG ST,March,5 ,2014026310,201406520,,
3/6/2014  9:01:53 AM,DOMESTIC DISTURBANCE,4,500 SAUNDERS PL/DAVIS AV,March,5 ,2014026137,,,
3/6/2014  2:37:06 AM,DOMESTIC DISTURBANCE IP,1,1008 MEADOWBROOK BV,March,5 ,2014026069,201406446,,
3/6/2014  1:45:28 AM,DOMESTIC DISTURBANCE IP,1,411-1419 PARK ST,March,5 ,2014026061,201406444,,
3/5/2014  9:21:39 PM,DOMESTIC DISTURBANCE IP,1,2614 CENTRAL AV,March,4 ,2014026021,201406430,,
3/5/2014  6:38:30 PM,DOMESTIC DISTURBANCE,4,830 PINE CIRCLE DR,March,4 ,2014025970,,,
3/5/2014  5:48:43 PM,DOMESTIC DISTURBANCE IP,5,312 ARDALE DR,March,4 ,2014025955,,,
3/5/2014  4:44:06 PM,DOMESTIC DISTURBANCE,4,1504 HICKORY CT,March,4 ,2014025936,,,
3/5/2014  3:10:41 PM,DOMESTIC DISTURBANCE,4,419 N WARD AV,March,4 ,2014025891,,,
3/5/2014  10:31:08 AM,DOMESTIC DISTURBANCE,4,328 PLAYER DR,March,4 ,2014025783,,,
3/5/2014  10:07:27 AM,DOMESTIC DISTURBANCE,4,507 ASHE ST,March,4 ,2014025772,,,
3/5/2014  7:27:00 AM,DOMESTIC DISTURBANCE,4,1303 DANBURY CT,March,4 ,2014025709,,,
3/5/2014  4:27:59 AM,DOMESTIC DISTURBANCE IP,1,2756 GATEWORTH DR,March,4 ,2014025694,201406350,,
3/5/2014  3:20:57 AM,DOMESTIC DISTURBANCE,4,1207 S ELM ST,March,4 ,2014025687,,,
3/4/2014  10:46:51 PM,DOMESTIC DISTURBANCE,5,3745-B LAUREL BLUFF CI,March,3 ,2014025626,,,
3/4/2014  10:18:11 PM,DOMESTIC DISTURBANCE,4,309 GUILFORD AV,March,3 ,2014025617,,,
3/4/2014  8:38:26 PM,DOMESTIC DISTURBANCE IP,1,109 OAKWOOD ST,March,3 ,2014025579,201406318,,
3/4/2014  8:01:41 PM,DOMESTIC DISTURBANCE IP,1,3903 KIM DR,March,3 ,2014025570,201406314,,
3/4/2014  5:48:20 PM,DOMESTIC DISTURBANCE IP,5,501-I ACADEMY ST,March,3 ,2014025533,,,
3/4/2014  4:23:01 PM,DOMESTIC DISTURBANCE IP,1,315 E GREEN DR,March,3 ,2014025502,201406296,,
3/4/2014  11:37:45 AM,DOMESTIC DISTURBANCE,2,1509 HICKORY CT,March,3 ,2014025388,201406275,,
3/4/2014  9:53:48 AM,DOMESTIC DISTURBANCE IP,1,1011-A1 N MAIN ST,March,3 ,2014025344,201406259,,
3/4/2014  9:18:14 AM,DOMESTIC DISTURBANCE IP,1,1001 GRANBY AV,March,3 ,2014025331,201406250,,
3/4/2014  8:18:41 AM,DOMESTIC DISTURBANCE,4,914 NANCE AV,March,3 ,2014025313,,,
3/4/2014  2:39:56 AM,DOMESTIC DISTURBANCE,6,832 FERNDALE BV,March,3 ,2014025271,,,
3/3/2014  3:53:15 PM,DOMESTIC DISTURBANCE,4,1004 CHARLOTTE AV,March,2 ,2014025115,,,
3/3/2014  3:27:47 PM,DOMESTIC DISTURBANCE,8,1131 EDINBURGH DR,March,2 ,2014025104,,,
3/3/2014  2:10:56 PM,DOMESTIC DISTURBANCE IP,1,311-A HENLEY ST,March,2 ,2014025082,201406189,,
3/3/2014  9:42:40 AM,DOMESTIC DISTURBANCE,2,499 PARK ST/E GREEN DR,March,2 ,2014024986,201406173,,
3/3/2014  5:10:54 AM,DOMESTIC DISTURBANCE IP,2,106 BRIGGS PL,March,2 ,2014024954,201406159,,
3/2/2014  11:02:44 PM,DOMESTIC DISTURBANCE IP,1,208 E PEACHTREE DR,March,1 ,2014024894,201406144,,
3/2/2014  8:51:35 PM,DOMESTIC DISTURBANCE,4,312 MEADOW PL,March,1 ,2014024851,,,
3/2/2014  5:17:57 PM,DOMESTIC DISTURBANCE,4,1100-BLK ROBIN HOOD RD,March,1 ,2014024771,,,
3/2/2014  1:40:25 PM,DOMESTIC DISTURBANCE IP,1,305-B HICKORY LN,March,1 ,2014024695,201406091,,
3/2/2014  1:22:06 PM,DOMESTIC DISTURBANCE IP,1,1107 E LEXINGTON AV,March,1 ,2014024683,201406087,,
3/2/2014  12:02:07 PM,DOMESTIC DISTURBANCE IP,1,3809 PARKWAY VISTA DR,March,1 ,2014024670,201406086,,
3/2/2014  10:12:12 AM,DOMESTIC DISTURBANCE,5,121 HEDGECOCK RD,March,1 ,2014024632,,,
3/2/2014  10:00:38 AM,DOMESTIC DISTURBANCE,1,515 ROLLING GREEN DR,March,1 ,2014024629,201406085,,
3/2/2014  8:30:48 AM,DOMESTIC DISTURBANCE,8,606 E KEARNS AV,March,1 ,2014024608,,,
3/2/2014  7:37:51 AM,DOMESTIC DISTURBANCE IP,1,1008 MEADOWBROOK BV,March,1 ,2014024601,201406074,,
3/2/2014  3:21:40 AM,DOMESTIC DISTURBANCE IP,2,813 PINEBURR RD,March,1 ,2014024574,201406069,,
3/2/2014  12:11:44 AM,DOMESTIC DISTURBANCE IP,1,1421 W ENGLISH RD,March,1 ,2014024536,201406059,,
3/1/2014  6:41:22 PM,DOMESTIC DISTURBANCE,4,901 JEFFERSON ST,March,7 ,2014024399,,,
3/1/2014  6:13:21 PM,DOMESTIC DISTURBANCE,4,901 JEFFERSON ST,March,7 ,2014024387,,,
3/1/2014  5:59:11 PM,DOMESTIC DISTURBANCE,4,901 JEFFERSON ST,March,7 ,2014024383,,,
3/1/2014  5:35:13 PM,DOMESTIC DISTURBANCE,5,500 CLOVER DR,March,7 ,2014024371,,,
3/1/2014  5:25:43 PM,DOMESTIC DISTURBANCE IP,1,1165-3H GLENSTONE TR,March,7 ,2014024369,201406019,,
3/1/2014  5:25:18 PM,DOMESTIC DISTURBANCE IP,4,2409 WILLIAMS AV,March,7 ,2014024368,,,
3/1/2014  10:37:57 AM,DOMESTIC DISTURBANCE IP,1,1200 RAGAN AV,March,7 ,2014024251,201405996,,
3/1/2014  3:52:15 AM,DOMESTIC DISTURBANCE IP,4,200-123 ARDALE DR,March,7 ,2014024176,,,
3/1/2014  2:00:34 AM,DOMESTIC DISTURBANCE IP,8,2900 E KIVETT DR,March,7 ,2014024143,,,
3/1/2014  1:19:03 AM,DOMESTIC DISTURBANCE IP,2,808-802 LAKECREST AV,March,7 ,2014024138,201405979,,
3/1/2014  12:35:44 AM,DOMESTIC DISTURBANCE IP,1,200-123 ARDALE DR,March,7 ,2014024126,201405976,,
3/1/2014  12:00:18 AM,DOMESTIC DISTURBANCE IP,1,1315-B DARTMOUTH AV,March,7 ,2014024116,201405974,,
2/28/2014  8:07:34 PM,DOMESTIC DISTURBANCE,4,222-H NORTHPOINT AV,February,6 ,2014024027,,,
2/28/2014  4:13:09 PM,DOMESTIC DISTURBANCE IP,4,712 PARK ST,February,6 ,2014023937,,,
2/28/2014  2:50:29 AM,DOMESTIC DISTURBANCE IP,4,510-B SAUNDERS PL,February,6 ,2014023711,,,
2/28/2014  12:23:58 AM,DOMESTIC DISTURBANCE,5,3512 E KIVETT DR,February,6 ,2014023691,,,
2/27/2014  11:51:33 PM,DOMESTIC DISTURBANCE IP,1,1205-3A GLENSTONE TR,February,5 ,2014023682,201405898,,
2/27/2014  8:22:38 PM,DOMESTIC DISTURBANCE IP,5,1400-BLK LONDON DR,February,5 ,2014023622,,,
2/27/2014  5:14:08 PM,DOMESTIC DISTURBANCE,4,303 N WEST POINT AV,February,5 ,2014023544,,,
2/27/2014  3:18:13 PM,DOMESTIC DISTURBANCE IP,1,1418-B E COMMERCE AV,February,5 ,2014023495,201405856,,
2/27/2014  7:36:46 AM,DOMESTIC DISTURBANCE IP,1,615 MARTHA PL,February,5 ,2014023271,201405805,,
2/27/2014  6:35:05 AM,DOMESTIC DISTURBANCE IP,1,284 BEDDINGTON ST,February,5 ,2014023267,201405802,,
2/27/2014  12:57:51 AM,DOMESTIC DISTURBANCE IP,1,1333 BAILEY CI,February,5 ,2014023231,201405794,,
2/27/2014  12:43:45 AM,DOMESTIC DISTURBANCE IP,1,1611 FRANKLIN AV,February,5 ,2014023229,201405793,,
2/26/2014  11:42:12 PM,DOMESTIC DISTURBANCE,4,1500 E GREEN DR,February,4 ,2014023217,,,
2/26/2014  8:51:38 PM,DOMESTIC DISTURBANCE IP,1,1911 SAN FERNANDO DR,February,4 ,2014023160,201405769,,
2/26/2014  8:23:57 AM,DOMESTIC DISTURBANCE IP,2,201 W BROAD AV,February,4 ,2014022838,201405676,,
2/26/2014  8:12:17 AM,DOMESTIC DISTURBANCE IP,1,5390 SAMET DR,February,4 ,2014022830,201405675,,
2/26/2014  6:49:56 AM,DOMESTIC DISTURBANCE,4,809 HINES ST,February,4 ,2014022811,,,
2/26/2014  4:15:25 AM,DOMESTIC DISTURBANCE IP,2,120 SW CLOVERLEAF PL,February,4 ,2014022799,201405658,,
2/25/2014  11:42:35 PM,DOMESTIC DISTURBANCE IP,1,612-1A N ROTARY DR,February,3 ,2014022748,201405646,,
2/25/2014  2:04:34 PM,DOMESTIC DISTURBANCE,4,610 AMOS ST,February,3 ,2014022532,,,
2/25/2014  1:58:47 PM,DOMESTIC DISTURBANCE IP,5,525 ASHBURN ST,February,3 ,2014022530,,,
2/25/2014  1:35:33 PM,DOMESTIC DISTURBANCE IP,1,341-A HENLEY ST,February,3 ,2014022523,201405562,,
2/25/2014  1:30:48 PM,DOMESTIC DISTURBANCE,4,2611-C SUFFOLK AV,February,3 ,2014022519,,,
2/25/2014  12:20:04 PM,DOMESTIC DISTURBANCE IP,1,212-B VAIL AV,February,3 ,2014022478,201405580,,
2/25/2014  1:22:42 AM,DOMESTIC DISTURBANCE IP,2,1422-A E COMMERCE AV,February,3 ,2014022304,201405507,,
2/24/2014  11:39:56 PM,DOMESTIC DISTURBANCE,4,2112 LOWE AV,February,2 ,2014022292,,,
2/24/2014  10:01:27 PM,DOMESTIC DISTURBANCE IP,1,300-D TAYLOR AV,February,2 ,2014022276,201405494,,
2/24/2014  8:30:58 PM,DOMESTIC DISTURBANCE IP,1,1702 EUGENE AV,February,2 ,2014022248,201405486,,
2/24/2014  8:28:59 PM,DOMESTIC DISTURBANCE,4,2414 WAYNICK ST,February,2 ,2014022246,,,
2/24/2014  7:34:43 PM,DOMESTIC DISTURBANCE,8,122 CORNELL DR,February,2 ,2014022227,,,
2/24/2014  7:33:52 PM,DOMESTIC DISTURBANCE IP,1,425 FRIDDLE DR,February,2 ,2014022226,201405479,,
2/24/2014  6:16:54 PM,DOMESTIC DISTURBANCE,4,3001 WINDCHASE CT,February,2 ,2014022206,,,
2/24/2014  5:26:24 PM,DOMESTIC DISTURBANCE IP,1,604 E GRIMES AV,February,2 ,2014022186,201405469,,
2/24/2014  8:58:24 AM,DOMESTIC DISTURBANCE IP,1,1301 FILBERT PL,February,2 ,2014021954,201405423,,
2/24/2014  1:36:12 AM,DOMESTIC DISTURBANCE IP,2,2424 E LEXINGTON AV,February,2 ,2014021886,201405410,,
2/23/2014  8:38:19 PM,DOMESTIC DISTURBANCE,4,1117 CARTER ST,February,1 ,2014021804,,,
2/23/2014  8:25:53 PM,DOMESTIC DISTURBANCE IP,1,812 CARTER ST,February,1 ,2014021797,201405378,,
2/23/2014  8:22:46 PM,DOMESTIC DISTURBANCE,6,3511 GREENHILL DR,February,1 ,2014021796,,,
2/23/2014  8:13:52 PM,DOMESTIC DISTURBANCE,4,525 ASHBURN ST,February,1 ,2014021790,,,
2/23/2014  7:31:43 PM,DOMESTIC DISTURBANCE,1,2508-D AMBASSADOR CT,February,1 ,2014021780,201405376,,
2/23/2014  6:18:14 PM,DOMESTIC DISTURBANCE,4,208 LAWNDALE AV,February,1 ,2014021752,,,
2/23/2014  5:40:28 PM,DOMESTIC DISTURBANCE,1,306 CEDAR ST,February,1 ,2014021743,201405366,,
2/23/2014  5:22:16 PM,DOMESTIC DISTURBANCE IP,2,110 E FAIRFIELD RD,February,1 ,2014021738,201405370,,
2/23/2014  3:26:03 PM,DOMESTIC DISTURBANCE IP,1,788-B N MAIN ST,February,1 ,2014021696,201405354,,
2/23/2014  2:22:04 PM,DOMESTIC DISTURBANCE,4,121 HEDGECOCK RD,February,1 ,2014021680,,,
2/23/2014  1:44:23 PM,DOMESTIC DISTURBANCE,4,121 HEDGECOCK RD,February,1 ,2014021669,,,
2/23/2014  1:42:20 PM,DOMESTIC DISTURBANCE,4,910-A JEFFERSON ST,February,1 ,2014021668,,,
2/23/2014  12:22:46 PM,DOMESTIC DISTURBANCE IP,1,247-F NORTHPOINT AV,February,1 ,2014021649,201405343,,
2/23/2014  10:35:03 AM,DOMESTIC DISTURBANCE,3,907-B GRANBY AV,February,1 ,2014021631,201405344,,
2/23/2014  8:50:08 AM,DOMESTIC DISTURBANCE IP,1,2636-2A GUYER ST,February,1 ,2014021610,201405338,,
2/23/2014  7:52:33 AM,DOMESTIC DISTURBANCE,4,1604 EASTCHESTER DR,February,1 ,2014021594,,,
2/23/2014  5:08:04 AM,DOMESTIC DISTURBANCE IP,2,1112 CAMDEN AV,February,1 ,2014021580,201405335,,
2/23/2014  4:58:21 AM,DOMESTIC DISTURBANCE IP,1,914 FORREST ST,February,1 ,2014021576,201405334,,
2/23/2014  4:38:13 AM,DOMESTIC DISTURBANCE,5,3512 E KIVETT DR,February,1 ,2014021574,,,
2/23/2014  4:12:09 AM,DOMESTIC DISTURBANCE IP,8,308 W KEARNS AV,February,1 ,2014021570,,,
2/23/2014  3:41:39 AM,DOMESTIC DISTURBANCE IP,1,1099 LAKE AV/JEFFERSON ST,February,1 ,2014021562,201405330,,
2/23/2014  12:15:15 AM,DOMESTIC DISTURBANCE IP,1,313-A MONROE PL,February,1 ,2014021506,201405321,,
2/22/2014  9:35:38 PM,DOMESTIC DISTURBANCE IP,1,2515 WOODRUFF AV,February,7 ,2014021417,201405301,,
2/22/2014  8:27:31 PM,DOMESTIC DISTURBANCE,4,1108 RALEIGH CT,February,7 ,2014021393,,,
2/22/2014  5:58:21 PM,DOMESTIC DISTURBANCE,1,1805 WHITEHALL ST,February,7 ,2014021335,201405276,,
2/22/2014  5:15:28 PM,DOMESTIC DISTURBANCE,4,1408 W GREEN DR,February,7 ,2014021320,,,
2/22/2014  5:11:32 PM,DOMESTIC DISTURBANCE IP,1,2207 E GREEN DR,February,7 ,2014021318,201405267,,
2/22/2014  1:01:01 PM,DOMESTIC DISTURBANCE,4,706 BARBEE AV,February,7 ,2014021222,,,
2/22/2014  8:39:39 AM,DOMESTIC DISTURBANCE IP,1,3237 DERBY CI,February,7 ,2014021145,201405224,,
2/22/2014  4:25:48 AM,DOMESTIC DISTURBANCE IP,5,2142 CHESTER RIDGE DR,February,7 ,2014021110,,,
2/22/2014  4:15:29 AM,DOMESTIC DISTURBANCE,4,3105 BOWERS AV,February,7 ,2014021108,,,
2/22/2014  2:17:06 AM,DOMESTIC DISTURBANCE,4,411-1419 PARK ST,February,7 ,2014021088,,,
2/22/2014  12:04:28 AM,DOMESTIC DISTURBANCE,4,1321 R C BALDWIN AV,February,7 ,2014021064,,,
2/21/2014  11:56:40 PM,DOMESTIC DISTURBANCE,1,115 OAKWOOD ST,February,6 ,2014021061,201405207,,
2/21/2014  11:05:48 PM,DOMESTIC DISTURBANCE IP,1,4033 BANOAK ST,February,6 ,2014021047,201405205,,
2/21/2014  11:02:00 PM,DOMESTIC DISTURBANCE IP,1,212 ORVILLE DR,February,6 ,2014021042,201405203,,
2/21/2014  8:11:56 PM,DOMESTIC DISTURBANCE,5,603 CORK TREE LN,February,6 ,2014020975,,,
2/21/2014  7:27:05 PM,DOMESTIC DISTURBANCE,4,1506 HIDDEN CREEK TE,February,6 ,2014020958,,,
2/21/2014  4:28:21 PM,DOMESTIC DISTURBANCE,4,1529 SKEET CLUB RD,February,6 ,2014020898,,,
2/21/2014  12:58:09 PM,DOMESTIC DISTURBANCE IP,1,634-A S ELM ST,February,6 ,2014020813,201405140,,
2/21/2014  8:39:28 AM,DOMESTIC DISTURBANCE IP,2,412 SMITH ST,February,6 ,2014020727,201405123,,
2/21/2014  5:00:35 AM,DOMESTIC DISTURBANCE IP,2,1511 FRANKLIN AV/HILL ST,February,6 ,2014020694,201405118,,
2/20/2014  11:59:01 PM,DOMESTIC DISTURBANCE,2,2520-2B BELLEMEADE ST,February,5 ,2014020649,201405113,,
