1609 E COMMERCE AV, 27260, SingleFamily, 1953, 13939, 932, 36983
3512 LANGDALE DR, 27265, SingleFamily, 1963, 19602, 2408, 153500
1399 S MAIN ST/COLTRANE AV, , , , , , 
3798 SAMET DR, , , , , , 
310 SOUTHRIDGE RD, 27282, SingleFamily, 2004, 41818, 1256, 109162
907 PINE CIRCLE DR, 27265, SingleFamily, 1928, 27007, 728, 45696
2429-133 W GREEN DR, , , , , , 
1703 FERN AV, , , , , , 
1456 KINGSWAY DR, 27260, SingleFamily, 1972, 13939, 1306, 76854
848 DOGWOOD CI, , , , , , 
1415-B WEST AV, 27260, SingleFamily, 1990, 34412, 1063, 79799
499 ALLRED PL/CHESTNUT DR, , , , , , 
515-A E COMMERCE AV, , , , , , 
1519-H WOODSIDE AV, , , , , , 
808-1311 LAKECREST AV, , , , , , 
417 WRIGHT ST, 27262, SingleFamily, 1928, 7405, 792, 59937
1012 BURTON AV, 27262, SingleFamily, 1963, 10890, 768, 42438
2907 N MAIN ST, , , , , , 
1230-G1 TURTLE ROCK WY, , , , , , 
889 JUANITA HILLS ST, 27262, SingleFamily, 1999, 6970, 1138, 86981
1108 HICKORY CHAPEL RD, 27260, SingleFamily, 1945, 15681, 980, 43166
420 N WARD AV, , , , , , 
712-B WESTCHESTER DR, , , , , , 
517-B FLINT AV, 27260, MultiFamily2To4, 1970, 8778, 1344, 45552
1825 CEDROW DR, 27260, SingleFamily, 1967, 14810, 1542, 70904
1299 WISE AV/HINES ST, , , , , , 
909 HAVENRIDGE DR, 27265, SingleFamily, 2000, 9148, 1472, 123254
1899 S MAIN ST/NATHAN HUNT DR, , , , , , 
5002 PHILLY LN, , , , , , 
204-C TAYLOR AV, 27260, MultiFamily2To4, 1957, 8000, 2432, 118051
1607 N CENTENNIAL ST, 27262, SingleFamily, 1931, 9583, 1615, 75059
1405 DELK DR, 27265, SingleFamily, 1961, 9148, 1315, 56482
411 E DAYTON AV, 27262, SingleFamily, 1985, 7405, 1018, 59337
2404 LOWE AV, 27260, SingleFamily, 1947, 14810, 1036, 40254
1615-A BROCKETT AV, 27260, MultiFamily2To4, 1955, 14200, 1440, 46403
4413-1A FELDSPAR CT, , , , , , 
945 COUNCIL ST, , , , , , 
842 WILLOW PL, 27260, SingleFamily, 1958, 10019, 1131, 66079
617-D GRANBY AV, , , , , , 
2003 W ROTARY DR, 27262, SingleFamily, 1950, 7841, 1404, 57950
413 LASSITER DR, 27265, SingleFamily, 1995, 12632, 1381, 116821
1150-F ROBERTS LN, 27260, MultiFamily2To4, 1992, 114562, 15480, 953026
1412-D DAVIS AV, 27260, MultiFamily2To4, 1950, 7200, 4448, 202066
3908 OAK HOLLOW CT, 27265, SingleFamily, 1976, 15246, 3118, 275383
210-K S SCIENTIFIC ST, 27282, SingleFamily, 1973, 10019, 760, 54987
698 BRENTWOOD ST/DREW AV, , , , , , 
2509 WESTCHESTER DR, , , , , , 
2000 BRENTWOOD ST, , , , , , 
910 WINSLOW ST, 27260, SingleFamily, 1972, 8276, 912, 37506
2308 DELAWARE PL, 27260, SingleFamily, 1939, 7405, 1008, 42166
914 NANCE AV, 27263, SingleFamily, 1921, 15682, 1008, 41466
507 POMEROY PL, 27260, SingleFamily, 1986, 10019, 1015, 60975
515 ROLLING GREEN DR, 27260, SingleFamily, 2003, 9148, 1088, 83022
3721-1B BRACKNELL DR, , , , , , 
1900 KING ST, 27260, SingleFamily, 1947, 11326, 952, 42199
2235-H SHADOW VALLEY RD, 27265, Condominium, 1974, , 1323, 69891
414 BURGE PL, 27260, SingleFamily, 1958, 16553, 1008, 55792
2806-B MORELAND AV, , , , , , 
112-2 OAKWOOD ST, , , , , , 
200-BLK ALLRED PL, , , , , , 
1600-A LONG ST, , , , , , 
2461 INGLESIDE DR, 27265, SingleFamily, 2006, 9583, 2281, 156654
508-1/2 RICHARDSON AV, , , , , , 
1200 BLAIN ST, 27262, SingleFamily, 1952, 6950, 1331, 44482
599 GORDON ST/CAMDEN AV, , , , , , 
1011-B ROBERTS LN, , , , , , 
2731 SPRING BROOK CI, , , , , , 
1417 FUTRELLE DR, 27262, SingleFamily, 1960, 11761, 1249, 67207
3102 TIMBERWOLF AV, 27265, SingleFamily, 1997, 11761, 2671, 198870
6106-3A HEDGECOCK CI, , , , , , 
1107 GUILFORD AV, 27262, SingleFamily, 1953, 9000, 1197, 54438
209-A HERBERT PL, 27260, SingleFamily, 1955, 10019, 1144, 41507
903 PUTNAM ST, 27262, SingleFamily, 1923, 8712, 888, 36879
118 E STATE AV, , , , , , 
1268 SILVERSTONE CT, 27265, SingleFamily, 2002, 16553, 1624, 141258
896 JUANITA HILLS ST, 27262, SingleFamily, 1999, 7841, 1138, 87306
3114 PINE VALLEY RD, 27265, SingleFamily, 1974, 16553, 1282, 100124
199 PHILLIPS AV/W ENGLISH RD, , , , , , 
215-D W HARTLEY DR, , , , , , 
3309 TRIANGLE LAKE RD, 27260, SingleFamily, 1994, 6098, 979, 69284
3506 MORRIS FARM DR, 27282, SingleFamily, 1989, 15246, 1258, 136234
121 HEDGECOCK RD, 27265, SingleFamily, 2009, 10019, 1120, 94890
2314-K SHADOW VALLEY RD, , , , , , 
1473-F WEST AV, 27265, SingleFamily, 2001, 8968, 2354, 180730
2213 SHORE ST, , , , , , 
3557-2G RAMSAY ST, , , , , , 
1020 S MAIN ST, , , , , , 
310-2G ARDALE DR, 27260, Condominium, 1998, 436, 1024, 67195
838 CUMMINS ST, 27262, SingleFamily, 1987, 6098, 910, 63608
211-D SUNSET DR, , , , , , 
211 EARLE PL, , , , , , 
704 RIDGEWORTH AV, 27265, SingleFamily, 1989, 12632, 1176, 125217
1631-B W ROTARY DR, 27262, MultiFamily2To4, 1960, 24000, 5865, 367004
1409 LEONARD AV, 27260, SingleFamily, 1936, 5663, 624, 37149
131 THOMAS ST, 27263, SingleFamily, 2003, 436, 1144, 81520
626-A HENDRIX ST, 27260, MultiFamily2To4, 1970, , 1425, 59212
1419-B S MAIN ST, , , , , , 
623 DOGWOOD CI, , , , , , 
226-B CEDAR ST, 27260, MultiFamily2To4, 1958, 13674, 2100, 76811
603-B E COMMERCE AV, , , , , , 
900 FORREST ST, 27262, SingleFamily, 1926, 9583, 1419, 49213
222 TIMBERWOOD DR, 27260, SingleFamily, 2007, 436, 2275, 126717
1306 FILBERT PL, 27260, SingleFamily, 1974, 9148, 1020, 40846
508 ASHBURN ST, 27260, SingleFamily, 1955, 9148, 875, 43952
301-C OAKWOOD ST, 27262, MultiFamily2To4, 1953, 13068, 2944, 140807
1225-1G GLENSTONE TR, , , , , , 
4398-1G CROWNE LAKE CI, , , , , , 
2702 TRIANGLE LAKE RD, , , , , , 
317 DOGWOOD CI, , , , , , 
2908-A E KIVETT DR, , , , , , 
916 JEFFERSON ST, 27260, SingleFamily, 1958, 14810, 1050, 42135
1023 ASHEBORO ST, 27260, SingleFamily, 2002, 6534, 1185, 57191
1201 S DOWNING ST, 27260, SingleFamily, 1928, 6970, 906, 36666
2128-H CROSSING WY, , , , , , 
2309 E GREEN DR, 27260, SingleFamily, 1922, 18295, 1043, 40345
1122 CAMPBELL ST, 27262, SingleFamily, 1926, 6970, 1186, 45141
2312 WESTCHESTER DR, , , , , , 
422 BURGE PL, 27260, SingleFamily, 1948, 13068, 791, 46882
1511 LONG ST, 27262, SingleFamily, 1921, 7405, 1205, 57674
310 GUILFORD AV, 27262, SingleFamily, 1972, 10019, 1120, 71633
1613 BROCKETT AV, 27260, MultiFamily2To4, 1955, 7600, 1440, 46086
509 KENT ST, 27260, SingleFamily, 1972, 9148, 1238, 72332
1409-C E COMMERCE AV, 27260, SingleFamily, 1964, 6970, 728, 36215
629 SONOMA LN, 27265, Condominium, 1999, 3920, 1331, 105298
728 BAKER RD, 27263, SingleFamily, 1965, 25700, 1363, 77582
507 RIDGECREST DR, 27262, SingleFamily, 2000, 8276, 1185, 74958
2104 BURTON RUN RD, 27262, SingleFamily, 2004, 9148, 1110, 100138
1208 E GREEN DR, 27260, SingleFamily, 1970, 6969, 768, 39129
2616-2B GUYER ST, 27265, Condominium, 2001, 436, 1104, 67865
925-D SOUTH RD, 27262, SingleFamily, 1928, 7405, 1000, 51470
341 HENLEY ST, , , , , , 
3865-1D SMOKEY QUARTZ CT, , , , , , 
304-D BRENTWOOD ST, , , , , , 
1437 BAILEY CI, , , , , , 
1220-2G TURTLE ROCK WY, , , , , , 
1531-B WILLARD AV, , , , , , 
1999 E HARTLEY DR/EASTCHESTER DR, , , , , , 
2411 CLIFTON ST, 27260, SingleFamily, 1947, 6970, 1036, 45391
2903-B ESCO PL, , , , , , 
1705-B ONEKA AV, , , , , , 
504 ROSECREST DR, 27260, SingleFamily, 1994, 13068, 1212, 77429
1099 JOHNSON ST/E FARRISS AV, , , , , , 
1904 DREW AV, , , , , , 
3119 BOWERS AV, 27260, MultiFamily2To4, 1985, 13500, 1568, 79625
3829 PARKWAY VISTA DR, , , , , , 
754 PARAMOUNT ST, , , , , , 
809 E COMMERCE AV, 27260, SingleFamily, 1922, 7405, 1112, 42947
2411-A VAN BUREN ST, 27260, MultiFamily2To4, 1963, 7750, 1488, 54330
1104 CAMDEN AV, 27260, SingleFamily, 1962, 8712, 1000, 45006
710 RICHLAND ST, 27260, SingleFamily, 1928, 7405, 948, 37971
1000 PARK ST, 27260, SingleFamily, 1974, 7405, 1008, 46270
808-1405 LAKECREST AV, , , , , , 
529-B FLINT AV, 27260, MultiFamily2To4, 1967, 10600, 1272, 44359
2633-C SUFFOLK AV, , , , , , 
2202 E KIVETT DR, 27260, SingleFamily, 1968, 6970, 624, 37051
609 ASHBURN ST, 27260, SingleFamily, 1958, 9148, 975, 49628
912 RANDOLPH ST, 27260, SingleFamily, 1953, 7841, 720, 37032
2303-F SHADOW VALLEY RD, , , , , , 
153 W PARRIS AV, 27262, SingleFamily, 1958, 10019, 1064, 84895
4003 PEREGRINE CT, 27265, SingleFamily, 1990, 11325, 1332, 131396
499 SMITH ST/E COMMERCE AV, , , , , , 
141 THOMAS ST, 27263, Condominium, 2004, 436, 1125, 75021
1434 DEEP RIVER RD, 27265, SingleFamily, 1941, 22216, 1040, 55614
1510 JOHNSON ST, 27262, SingleFamily, 1926, 6950, 1255, 70182
4021 TARRANT TRACE CI, , , , , , 
3909 BRANDYWINE ST, 27265, SingleFamily, 1996, 14810, 2250, 193862
1412 OLDE EDEN DR, 27265, SingleFamily, 1996, 16553, 3296, 242466
412 SMITH ST, 27260, SingleFamily, 1922, 7841, 988, 40595
2414 DALLAS AV, 27265, SingleFamily, 1954, 9583, 1187, 51639
115-J OAKWOOD ST, , , , , , 
1299 E LEXINGTON AV/W COLLEGE DR, , , , , , 
2529 AMBASSADOR CT, , , , , , 
1110 FORREST ST, 27262, SingleFamily, 1925, 7405, 1042, 48628
109 N HALL ST, 27263, SingleFamily, 1984, 10890, 1092, 72361
810 ARLINGTON ST, 27260, SingleFamily, 1953, 9583, 988, 54566
916-H LAKECREST AV, , , , , , 
1506 LEONARD AV, 27260, SingleFamily, 1959, 7841, 1440, 46493
709 HITCHCOCK WY, 27265, SingleFamily, 2000, 17424, 1440, 149917
1610 JOHNSON ST, 27262, SingleFamily, 1925, 6970, 1312, 49000
1814 JOHNSON ST, 27262, SingleFamily, 1910, 13504, 1262, 48115
1209 VERNON PL, 27260, SingleFamily, 1971, 6098, 896, 37592
216 SEASHIRE CT, 27260, SingleFamily, 1990, 11761, 1008, 67938
400-810 N MAIN ST, , , , , , 
1607 POTTS AV, 27260, SingleFamily, 1912, 36590, 2338, 91498
1006 SHENANDOAH DR, 27262, SingleFamily, 1977, 17170, 2880, 210104
2525-F AMBASSADOR CT, , , , , , 
1209 CAMDEN AV, 27260, SingleFamily, 1959, 8276, 975, 47701
302-2C ARDALE DR, 27260, Condominium, 1998, 436, 1024, 67073
6129 BIRKDALE DR, 27265, SingleFamily, 2002, 3920, 1710, 128551
201 SHEFFIELD ST, , , , , , 
924-E LAKECREST AV, , , , , , 
1122 WAYSIDE ST, 27260, SingleFamily, 1949, 8276, 780, 43598
1400-BLK FURLOUGH AV, , , , , , 
912 RICHARDSON AV, 27260, SingleFamily, 1955, 15246, 1304, 51596
2715 JOINER ST, 27263, SingleFamily, 1957, 19166, 952, 65086
1822 WALTON ST, 27263, SingleFamily, 1938, 7405, 714, 41750
1515 WILLARD AV, 27260, SingleFamily, 1946, 9148, 1008, 38724
202 GORDON ST, 27260, SingleFamily, 1966, 6098, 662, 37726
200-BLK LANSDOWNE ST, , , , , , 
3427-18A E KIVETT DR, , , , , , 
3106 IRON GATE TR, 27282, SingleFamily, 1995, 9148, 2798, 198664
701-505 S ELM ST, , , , , , 
505 BACON CT, 27263, SingleFamily, 1999, 8276, 1219, 72825
507 THREE OAKS DR, 27265, SingleFamily, 1996, 8712, 1236, 98600
1499 PARK ST/EAST MARKET CENTER DR, , , , , , 
2502-A AMBASSADOR CT, , , , , , 
808-415 LAKECREST AV, , , , , , 
402-A CABLE ST, 27260, SingleFamily, 1928, 7841, 1291, 42963
1013 NATHAN HUNT DR, 27260, SingleFamily, 1926, 21780, 856, 40631
2918-G E KIVETT DR, , , , , , 
2505 TRIANGLE LAKE RD, 27260, SingleFamily, 1970, 10454, 1562, 71443
2400 WESTCHESTER DR, , , , , , 
905 MILL AV, 27260, SingleFamily, 1923, 6300, 862, 60329
926-A CHATFIELD DR, 27282, Townhouse, 1984, 2613, 1470, 83926
905 RICHLAND ST, 27260, SingleFamily, 1958, 6970, 875, 37538
3602-1D BROADSTONE VILLAGE DR, , , , , , 
3006 MANCHESTER DR, 27282, SingleFamily, 1976, 13068, 1500, 114183
3417 MORRIS FARM DR, 27282, SingleFamily, 1991, 11761, 1797, 160883
2448 W ENGLISH RD, 27262, SingleFamily, 1936, 24200, 793, 61605
1212 R C BALDWIN AV, 27260, SingleFamily, 1955, 6098, 840, 36952
1316 KENSINGTON DR, 27262, SingleFamily, 1968, 21344, 2088, 191598
799 AMOS ST/VAIL AV, , , , , , 
1303-A EATON PL, 27262, Condominium, 1947, 436, 768, 43785
1813 WELBORN ST, 27262, SingleFamily, 1951, 10890, 784, 38921
2429-302 W GREEN DR, , , , , , 
839 DOGWOOD CI, , , , , , 
1316 BAILEY CI, , , , , , 
1838 RUNNER STONE DR, 27265, SingleFamily, 2001, 10019, 2694, 210276
821 CIRCLE DR, 27262, SingleFamily, 1918, 13939, 2736, 110848
1205 S ELM ST, 27260, SingleFamily, 1914, 11761, 1448, 45471
2637-G SUFFOLK AV, , , , , , 
3915 WALDON CT, 27265, SingleFamily, 1994, 13504, 1700, 128938
203 WILLOWOOD DR, 27260, SingleFamily, 2008, 436, 1240, 90013
1810 BROCKETT AV, , , , , , 
101-J NORTHGATE CT, , , , , , 
3308 SUMTER DR, 27265, SingleFamily, 1996, 27442, 1837, 168713
1110 SALEM ST, 27262, SingleFamily, 1926, 9583, 1316, 42097
722 BAKER RD, 27263, SingleFamily, 1951, 14810, 775, 47977
1117 CARTER ST, 27260, SingleFamily, 1946, 7405, 1113, 39538
936 FORREST ST, 27262, SingleFamily, 1925, 9583, 1380, 49908
3013-M INGLESIDE DR, 27265, Apartment, , , 957, 
2422 WILLIAMS AV, 27262, SingleFamily, 1953, 10450, 882, 40947
2360-1C BELLEMEADE ST, , , , , , 
210 VALLEY DR, 27260, SingleFamily, 1955, 23522, 1020, 67249
5040-2H SAMET DR, , , , , , 
114 N HOSKINS ST, 27260, SingleFamily, 2011, 9583, 1233, 74513
148-A OLD MILL RD, 27265, Condominium, 1980, 2178, 1540, 109057
820-A SOUTH RD, 27260, SingleFamily, 1966, 11325, 775, 51573
614 OAKVIEW RD, , , , , , 
100 SKEET CLUB RD/N MAIN ST, , , , , , 
3945 FOUNTAIN VILLAGE LN, 27265, SingleFamily, 2003, 1742, 1547, 110767
2017 BRIARCLIFF DR, 27265, SingleFamily, 1971, 12632, 1767, 109459
621 WESTWOOD AV, 27262, SingleFamily, 1939, 8712, 946, 86827
302-1B ARDALE DR, 27260, Condominium, 1998, 436, 1009, 64538
1419 CEDROW DR/BIRDWOOD WY, , , , , , 
910-B RICHLAND ST, 27260, SingleFamily, 1960, 7841, 1230, 43652
2113 LOWE AV, 27260, SingleFamily, 1956, 9583, 975, 45083
1002 PINEBURR RD, 27282, SingleFamily, 1980, 13068, 1732, 122342
1805 GUYER ST, 27265, SingleFamily, 1964, 11761, 1118, 69723
109-B CORNELL DR, 27260, MultiFamily2To4, 1950, 6850, 1292, 84677
1214 ASHEBORO ST, 27260, SingleFamily, 1947, 5663, 784, 37851
1117 JEFFERSON ST, 27260, SingleFamily, 1948, 7405, 1264, 42109
312-2C ARDALE DR, 27260, Condominium, 1998, 436, 1024, 67939
1506 ONEKA AV, , , , , , 
2129-L CROSS CREEK CT, , , , , , 
6462 FLINTLOCK CT, 27265, SingleFamily, 2007, 7840, 2500, 164015
5260-2A SAMET DR, , , , , , 
100-BLK S HALL ST, , , , , , 
107 IDOL ST, 27262, MultiFamily2To4, , , , 67916
1799 DEEP RIVER RD/GORDON RD, , , , , , 
2012 E GREEN DR, 27260, SingleFamily, 1922, 6534, 1639, 69456
320-W RICHARDSON AV, , , , , , 
2810-B MORELAND AV, , , , , , 
410-B WALNUT ST, 27260, SingleFamily, 1918, 6534, 1246, 41754
615 LADFORD LN, 27265, SingleFamily, 1994, 17424, 1094, 96030
6145-1A RED CEDAR DR, , , , , , 
2306-H SHADOW VALLEY RD, , , , , , 
205 GUILFORD AV, 27262, SingleFamily, 1922, 4792, 1144, 65825
509 DENNY ST, 27262, SingleFamily, 1924, 7405, 1000, 38364
1404 RAGAN AV, 27260, SingleFamily, 1921, 7405, 1552, 47774
1307 CLOVERDALE ST, 27260, SingleFamily, 1917, 5227, 1560, 72241
1035 ASHEBORO ST, 27260, SingleFamily, 1939, 6534, 925, 39179
505 BLAIN CT, 27262, SingleFamily, 1955, 10019, 962, 58209
206-G TAYLOR AV, , , , , , 
1601 COOK ST, 27262, SingleFamily, 1959, 7841, 962, 50596
3527 PARKHILL CROSSING DR, 27265, Condominium, 2005, 1742, 1792, 131285
3402 ROLLING RD, 27265, SingleFamily, 1994, 21045, 1859, 155952
4214 LAUREN PL, 27265, SingleFamily, 1990, 12197, 2370, 215883
101-20 OXFORD PL, 27262, Condominium, 1963, 871, 1056, 58334
2436 WILLIAMS AV, 27262, SingleFamily, 1953, 10454, 875, 38923
2603-A GUYER ST, 27265, Condominium, 2001, 436, 1265, 73567
3739 VILLAGE SPRINGS DR, 27265, SingleFamily, 2005, 7405, 2374, 184867
511-10 WESTWOOD AV, , , , , , 
6050-1B RED CEDAR DR, , , , , , 
2635 UWHARRIE RD, 27263, MultiFamily2To4, 1966, 9583, 1566, 65308
1703 WELBORN ST, 27262, SingleFamily, 1958, 13939, 1275, 51454
3910 STAFFORD RUN CT, 27265, SingleFamily, 2008, 13504, 2586, 246493
607-3F CLARA COX WY, , , , , , 
100 E COMMERCE AV/S MAIN ST, , , , , , 
658 CHAS CT, 27265, SingleFamily, 2009, 4176, 1472, 136966
1516 AMBRIDGE CT, 27265, SingleFamily, 1999, 14375, 1138, 87714
4102 PRECISION WY, , , , , , 
902 JEFFERSON ST, 27260, SingleFamily, 1958, 6534, 875, 37548
904 PINE CIRCLE DR, 27265, SingleFamily, 1942, 7405, 688, 43123
1755 LAMB AV, 27260, SingleFamily, 1977, 8494, 1019, 54995
799 WESTCHESTER DR/W LEXINGTON AV, , , , , , 
1099 CAMPBELL ST/EDGEWORTH ST, , , , , , 
818 PARLIAMENT ST, 27265, SingleFamily, 1972, 16988, 1067, 84651
199 NORTHPOINT AV/KIRKWOOD ST, , , , , , 
1109 E RUSSELL AV, 27260, SingleFamily, 1923, 8276, 1184, 42086
2100 CHESTER RIDGE DR, , , , , , 
4302-3B TIMBERBROOKE DR, , , , , , 
1002 E FAIRFIELD RD, 27263, SingleFamily, 1949, 26136, 1292, 65609
5010-1F SAMET DR, , , , , , 
1910 WHITEHALL ST, , , , , , 
1618 E KIVETT DR, 27260, SingleFamily, 1966, 7841, 806, 
1005 ALBERT AV, 27262, SingleFamily, 1921, 7405, 1191, 71058
4111 JEFFREY LANE PT, 27265, SingleFamily, 1995, 13504, 3100, 266566
210-C WINDLEY ST, 27260, SingleFamily, 1973, 6534, 912, 37130
2108 PRIYA ST, , , , , , 
3624-2A MORRIS FARM DR, , , , , , 
701-300 S ELM ST, , , , , , 
2123-B CROSSING WY, , , , , , 
2209 WAYNICK ST, 27265, SingleFamily, 1970, 13068, 1500, 108841
5240-1F SAMET DR, , , , , , 
701 IDOL ST, 27262, SingleFamily, 1983, 13068, 1437, 109483
1004 CHARLOTTE AV, 27262, SingleFamily, 1948, 8276, 1020, 51302
1240-1G TURTLE ROCK WY, , , , , , 
303 PARK ST, 27260, SingleFamily, 1922, 7841, 1140, 40926
1705-B E LEXINGTON AV, 27262, SingleFamily, 1958, 52635, 2428, 164502
1602 FRANKLIN AV, 27260, SingleFamily, 1925, 7405, 840, 37464
1410-C DAVIS AV, 27260, SingleFamily, 1950, 7405, 720, 36749
6140 RED CEDAR DR, , , , , , 
840 PUTNAM ST, 27262, SingleFamily, 1923, 5663, 912, 38500
516 ELLWOOD DR, 27260, SingleFamily, 1953, 9148, 700, 39559
1733-3A ABBERTON WY, , , , , , 
2217-A GEDDIE PL, 27260, MultiFamily2To4, 1959, 7200, 1088, 48308
523 PLAYER DR, 27260, SingleFamily, 1948, 12197, 888, 46870
1607-B EDMONDSON PL, 27260, MultiFamily2To4, 1950, 6750, 4448, 200845
2219 EDGEWOOD DR, 27262, SingleFamily, 1950, 10890, 998, 54691
4335 RIVER BLUFF TE, , , , , , 
2311 MILL LN, 27265, SingleFamily, 2007, 16552, 2630, 236498
3612 WALDEN LN, , , , , , 
126 BRIDLEWOOD AV, 27265, SingleFamily, 1958, 29185, 1380, 97415
601 GRAYSON ST, , , , , , 
2414 FRANCIS ST, 27263, SingleFamily, 1982, 12197, 984, 74496
3945 BRANDYWINE ST, 27265, SingleFamily, 1993, 15246, 1769, 163383
6020-2B RED CEDAR DR, , , , , , 
614 E KEARNS AV, 27260, SingleFamily, 1989, 7841, 952, 46561
2019 BRENTWOOD ST/FRANCIS ST, , , , , , 
521 ROY AV, 27260, SingleFamily, 1936, 8276, 804, 36573
2012 CARLISLE WY, 27265, VacantResidentialLand, 1990, 5662, 1700, 
2251-2F COPPERSTONE DR, , , , , , 
501-A ACADEMY ST, , , , , , 
3313 SPARROWHAWK DR, 27265, SingleFamily, 1993, 20038, 2499, 189443
2101 N MAIN ST, , , , , , 
2671 CARSTEN AV, 27262, SingleFamily, 1949, 18295, 1128, 54854
2848 MOSSY MEADOW DR, 27265, SingleFamily, 2005, 5227, 1626, 146269
111-2B E SWATHMORE AV, , , , , , 
312-B BRENTWOOD ST, , , , , , 
1104 S COLLEGE DR, 27262, SingleFamily, 1997, 43124, 5433, 482908
911 JEFFERSON ST, 27260, SingleFamily, 2003, 7841, 1118, 60285
115 WESTCHESTER DR, 27262, SingleFamily, 2012, 15682, 1664, 252432
3813 EAGLES VIEW CT, 27265, SingleFamily, 2002, 11326, 1236, 122196
1101-B ADAMS ST, 27262, MultiFamily2To4, 1914, 1200, 2048, 74310
1805 WHITEHALL ST, 27262, SingleFamily, 1986, 7405, 875, 61010
4475 MICA CT, , , , , , 
116 SPRING GARDEN CI, , , , , , 
915 E FAIRFIELD RD, 27263, SingleFamily, 1954, 25700, 2721, 146560
1016 ASHEBORO ST, 27260, SingleFamily, 1911, 10890, 1183, 43440
211 CHARLES AV, 27260, SingleFamily, 1963, 6970, 696, 37351
318 ARDALE DR, 27263, SingleFamily, 1960, 13380, 1418, 106034
1213 DELK DR, 27262, SingleFamily, 1949, 9583, 1209, 50070
2010 ALMINA PL, 27262, SingleFamily, 1946, 4792, 1008, 61169
1111 ANDERSON PL, 27260, SingleFamily, 1966, 8276, 1131, 42264
511-I E COMMERCE AV, , , , , , 
2756 GRANVILLE ST, , , , , , 
705 W LEXINGTON AV, 27262, SingleFamily, 1935, 11326, 1260, 109877
209-C DOROTHY ST, 27262, SingleFamily, 1930, 6970, 972, 49089
601 HENDRIX ST, 27260, SingleFamily, 1954, 23461, 700, 43948
200 ARDALE DR, , , , , , 
1197 E LEXINGTON AV, , , , , , 
505 HILL ST, , , , , , 
203 E SPRINGFIELD RD, 27263, SingleFamily, 1941, 7405, 1057, 45799
1609 SEVEN OAKS PL, 27265, SingleFamily, 1969, 12632, 1492, 98320
1004 LEONARD AV, , , , , , 
103-E WOODBEND CT, , , , , , 
3026-C SHERRILL AV, 27282, Apartment, , , 816, 
705 WISE AV, 27260, SingleFamily, 1922, 6969, 1288, 43822
2912-G CREEKVIEW CT, 27265, Condominium, 1988, 436, 842, 36790
1020 TABOR ST, 27262, SingleFamily, 1949, 7841, 828, 42646
328-B N HALL ST, 27263, MultiFamily2To4, 1984, 10224, 1560, 82826
205 DRUID ST, 27265, SingleFamily, 1976, 7841, 895, 56569
2702-B ANNMOORE CI, , , , , , 
2417-C FRANCIS ST, 27263, SingleFamily, 1982, 11761, 936, 75063
813 ARBORDALE AV, 27262, SingleFamily, 1936, 16553, 2054, 160708
109-E WOODBEND CT, , , , , , 
701 HICKORY CHAPEL RD, 27260, SingleFamily, 1955, 19166, 1100, 50709
1461-B WEST AV, 27265, SingleFamily, 1971, 30056, 1799, 133430
505 CHESTNUT DR, 27262, SingleFamily, 1928, 6098, 2022, 72388
2301-D SHADOW VALLEY RD, , , , , , 
810 CARTER ST, 27260, SingleFamily, 1926, 7405, 732, 36166
513-C E COMMERCE AV, , , , , , 
914 PARKWOOD CI, , , , , , 
3727 HARRINGTON PT, 27265, SingleFamily, 1988, 4356, 1546, 122573
1306 FOUST AV, 27260, SingleFamily, 1953, 18522, 1792, 115122
3526 SAGEDALE CT, 27265, SingleFamily, 2008, 14810, 3077, 240221
900-BLK KROLL LN, , , , , , 
1230 EASTCHESTER DR, , , , , , 
507 FLORHAM DR, 27262, SingleFamily, 1960, 18295, 3144, 191369
2717 GRANVILLE ST, 27263, SingleFamily, 2004, 4792, 1350, 109740
701-515 E GREEN DR, , , , , , 
827 JENNIFER LN, 27265, SingleFamily, 2006, 5227, 2104, 151327
1459-E WEST AV, 27262, SingleFamily, 1940, 14810, 912, 46116
1475-D WEST AV, 27265, SingleFamily, 2005, 49223, 1782, 239375
3968 FOUNTAIN GROVE DR, 27265, SingleFamily, 2002, 9147, 1627, 139370
1799 E COMMERCE AV/WINSLOW ST, , , , , , 
2605 BEDFORD ST/UWHARRIE RD, , , , , , 
1117 NATHAN HUNT DR/HIDDEN CREEK TE, , , , , , 
500 KENT CT, 27260, SingleFamily, 1997, 11761, 1092, 73936
216 EDGEWORTH ST, 27262, SingleFamily, 1940, 8276, 840, 67415
307 OAKWOOD ST, 27262, MultiFamily2To4, 1953, 13068, 2944, 140807
3557-1G RAMSAY ST, , , , , , 
1135 BRIDGES DR, 27262, SingleFamily, 1967, 12632, 1080, 62750
2429-125 W GREEN DR, , , , , , 
411 WOODBURY ST, 27260, SingleFamily, 1947, 6970, 672, 37023
1199 E RUSSELL AV/PERSHING ST, , , , , , 
2305-J SHADOW VALLEY RD, , , , , , 
1311-A FOUST AV, 27260, SingleFamily, 1956, 22638, 960, 61256
1403-D E COMMERCE AV, , , , , , 
3015-H INGLESIDE DR, 27265, Condominium, , , 1187, 102826
1215-2F GLENSTONE TR, , , , , , 
2124-A CHESTER RIDGE DR, , , , , , 
1310 BOUNDARY AV, 27260, SingleFamily, 1974, 7405, 1047, 52593
200 GORDON ST, 27260, SingleFamily, 1964, 6534, 800, 38054
410 N ROTARY DR, 27262, SingleFamily, 1947, 15246, 901, 51160
